id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,loss
92,148,8,0.55709271,3500,2,80135,3814.0,410.0,154.0,149.53,9,0.735,0.735,1002764,0.637,0.637,0.4682,0.637,0.7679,0.7478,5503733400.0,86,107,1220340.0,139.26,108.64,141.67,109.55,86.0,0.9556,0,0,0,39,0,0,0.4985,0.6033,0
93,152,9,0.606295148,4400,3,78366,266.0,577.0,151.17,151.72,17,0.7578,0.7578,129254,0.7698,0.7578,0.5155,0.7823,0.8818,0.8509,6168540400.0,97,76,1401941.0,143.48,117.27,169.46,127.13,97.0,0.9238,0,0,0,10,0,0,0.7489,0.76202,0
94,115,10,0.519143543,1800,16,85841,194.0,3190.0,114.5,114.9,10,0.6034,0.5882,102087,0.5691,0.5645,0.2711,0.5983,0.625,0.625,983136000.0,70,0,558600.0,70.0,70.0,86.28,77.47,70.0,0.7,0,0,0,2,0,0,0.57225,0.56805,0
95,129,9,0.135869247,1100,16,7399,6581.0,1003.0,125.92,128.31,12,0.7395,0.7154,5037971,0.7154,0.7154,0.4895,0.7521,0.7788,0.7788,1039244800.0,88,54,944768.0,88.0,88.0,99.3,93.31,88.0,0.9072,0,0,0,10,0,0,0.7277,0.71386,0
96,130,6,0.6920458140000001,2600,4,79202,5815.0,4026.0,126.38,129.36,13,0.9106,0.9106,13213875,0.9179999999999999,0.8615,0.7483,0.8615,0.9655,0.9655,4106403840.0,112,99,1555456.0,112.0,112.0,138.05,123.95,112.0,1.0,0,0,0,5,0,0,0.84075,0.85535,0
97,136,8,0.021561629,2200,4,13641,4847.0,9044.0,131.43,135.04,8,0.8559,0.8559,5154515,0.8632,0.8279,0.6747,0.8487,0.9018,0.8632,2544945480.0,101,81,1285326.0,101.0,101.0,124.49,111.78,101.0,0.9712,0,0,0,10,0,0,0.72395,0.82511,0
98,129,8,0.40767683200000004,1500,16,13699,3471.0,5510.0,129.0,129.0,11,0.7705,0.7705,8588965,0.7642,0.7581,0.6019,0.8246,0.8393,0.8246,1755359760.0,94,74,1139844.0,94.0,94.0,124.21,107.6,94.0,0.9792,0,0,0,4,0,0,0.72905,0.75229,0
99,158,7,0.43113273,5600,7,81375,141.0,1389.0,154.88,157.06,11,0.0,0.0,62602,0.0,0.0,0.3272,0.0,0.0,0.0,6532211070.0,0,89,1211913.0,0.0,0.0,0.0,0.0,89.0,0.9011,0,0,0,22,0,0,0.39,0.07,0
100,117,10,0.973512595,2200,4,79782,185.0,2281.0,127.88,119.19,12,0.6356,0.6198,5170320,0.6,0.6,0.3971,0.6048,0.6818,0.6522,1725598125.0,75,24,781875.0,75.0,75.0,99.1,85.85,75.0,0.7732,0,0,0,3,0,0,0.51,0.59,0
101,124,10,0.200460382,2600,4,12780,1663.0,2519.0,122.0,123.52,13,0.8053,0.7583,1062555,0.7913,0.7583,0.5069,0.8349,0.8505,0.8349,3035152120.0,91,43,985439.0,91.0,91.0,127.35,107.11,91.0,0.9381,0,0,0,79,0,0,0.74915,0.75247,0
102,155,7,0.229558087,3900,13,81462,1872.0,372.0,154.16,154.44,4,0.0,0.0,743639,0.0,0.0,0.6972,0.0,0.0,0.0,5892909660.0,0,0,1409787.0,0.0,0.0,0.0,0.0,93.0,0.0,0,0,0,33,0,0,0.38,0.08,0
103,120,10,0.323860835,1600,16,82379,1218.0,1952.0,119.19,119.74,9,0.8190000000000001,0.7983,141420,0.7724,0.7661,0.5125,0.812,0.8482,0.8482,1858428000.0,95,53,1055925.0,95.0,95.0,125.53,108.74,95.0,0.9794,0,0,0,38,0,0,0.79305,0.76949,0
104,133,8,0.082398275,1100,4,14234,7648.0,2918.0,131.52,133.13,6,0.7154,0.7154,13716819,0.7154,0.7154,0.5416,0.7333,0.7788,0.7788,1149984000.0,88,59,1045440.0,88.0,88.0,88.0,88.0,88.0,0.8889,0,0,0,18,0,0,0.7377,0.7238600000000001,0
105,130,9,0.150478356,1300,4,84983,193.0,6176.0,129.34,129.79,10,0.8291,0.8220000000000001,133485,0.7886,0.7886,0.624,0.8435,0.8899,0.8584,1324787200.0,97,66,1204352.0,97.0,97.0,97.0,97.0,97.0,0.9604,0,0,0,32,0,0,0.7843,0.78974,7
106,140,9,0.384607291,3500,3,14234,7466.0,2621.0,133.65,138.94,13,0.8151,0.8017,2800743,0.7759999999999999,0.7759999999999999,0.6213,0.7823,0.8818,0.8435,2690974000.0,97,71,1223170.0,97.0,97.0,128.18,111.03,97.0,0.97,0,0,0,7,0,0,0.768,0.7784,0
107,120,8,0.843320052,1800,4,80421,4004.0,2593.0,123.36,120.8,8,0.7742,0.7742,367123,0.7805,0.7742,0.5725,0.7742,0.8571,0.8496,2076180480.0,96,60,1179648.0,96.0,96.0,118.33,106.24,96.0,0.932,0,0,0,63,0,0,0.7771,0.77678,0
108,130,4,0.857181448,2300,4,77825,1638.0,10024.0,129.26,130.04,8,0.8115,0.8115,765931,0.792,0.792,0.6522,0.7984,0.8319,0.8319,2824648200.0,99,78,1283931.0,99.0,99.0,99.0,99.0,99.0,0.8839,0,0,0,29,0,0,0.7959999999999999,0.7928,0
109,133,10,0.5165863279999999,1300,16,12780,4827.0,364.0,128.86,132.13,8,0.8407,0.7787,1151463,0.7724,0.7661,0.591,0.812,0.8636,0.8482,1723414000.0,95,52,1119100.0,95.0,95.0,117.1,105.14,95.0,0.9896,0,0,0,9,0,0,0.77305,0.76949,0
110,123,9,0.462114649,1800,4,78224,5837.0,2039.0,123.0,122.76,12,0.7373,0.7016,10924941,0.7073,0.7016,0.4796,0.7073,0.7838,0.7768,1398751200.0,87,48,908280.0,87.0,87.0,87.0,87.0,87.0,0.8788,0,0,0,3,0,0,0.6908,0.6914399999999999,0
111,129,9,0.435584375,1600,7,76872,988.0,2195.0,128.16,128.93,9,0.7177,0.7177,694738,0.7236,0.7177,0.4921,0.7177,0.7946,0.7876,1788498432.0,89,56,1013888.0,89.0,89.0,109.7,98.5,89.0,0.8725,0,0,0,7,0,0,0.71885,0.7059300000000001,0
112,149,7,0.485118459,3500,1,77650,419.0,101.0,155.5,150.62,9,0.0,0.0,6405696,0.0,0.0,0.0403,,,,4113359360.0,0,0,1168568.0,0.0,0.0,0.0,0.0,86.0,,0,0,0,2,0,0,0.12,0.02,0
113,136,9,0.38953805,1500,4,75464,3491.0,450.0,133.46,135.48,11,0.8462,0.8182,900061,0.8390000000000001,0.8182,0.6763,0.8390000000000001,0.8534,0.8534,1672932690.0,99,68,1274130.0,99.0,99.0,111.72,104.97,99.0,0.934,0,0,0,36,0,0,0.7591,0.80638,0
114,153,9,0.982102211,5300,3,80656,269.0,856.0,153.33,153.27,8,0.8036,0.7563,156573,0.75,0.75,0.5708,0.7965,0.8333,0.8333,6115824000.0,90,100,1263600.0,135.84,109.88,148.26,114.64,90.0,0.9890000000000001,0,0,0,20,0,0,0.675,0.725,0
115,161,7,0.528084917,5300,1,10590,3058.0,2515.0,155.32,159.15,13,0.0,0.0,2843747,0.0,0.0,0.3949,0.0,0.0,0.0,5861889000.0,0,0,1239300.0,0.0,0.0,0.0,0.0,90.0,0.0,0,0,0,45,0,0,0.15,0.01,0
116,149,8,0.373398013,3500,3,7903,553.0,875.0,148.75,148.91,11,0.0374,0.0367,179705,0.0345,0.0345,0.0011,0.0364,0.037000000000000005,0.0357,9637760.0,4,0,2368.0,5.66,4.73,6.59,5.1,4.0,0.0412,0,0,0,2,0,0,0.01725,0.03105,0
117,128,10,0.057000919000000004,1300,17,86013,1175.0,875.0,124.6,127.55,11,0.7368,0.7059,10690561,0.6829,0.6829,0.4533,0.7179,0.7434,0.7434,962438400.0,84,49,874944.0,84.0,84.0,103.54,92.96,84.0,0.8485,0,0,0,5,0,0,0.70145,0.6946100000000001,0
118,125,10,0.99858006,1100,16,75464,399.0,5825.0,122.92,124.57,10,0.7982,0.7647,277796,0.7398,0.7398,0.5191,0.8125,0.8125,0.8053,1122241120.0,91,46,1002001.0,91.0,91.0,91.0,91.0,91.0,0.91,0,0,0,40,0,0,0.7399,0.7458199999999999,0
119,118,10,0.714785428,2200,4,77825,2072.0,1654.0,119.58,118.45,14,0.5299,0.521,4837308,0.5041,0.5,0.2295,0.5124,0.5688,0.5536,832149120.0,62,0,472812.0,62.0,62.0,76.42,68.62,62.0,0.7209,0,0,0,10,0,0,0.59,0.52,0
120,123,10,0.739286254,3300,3,2456,4.0,791.0,126.84,124.24,8,0.7521,0.7521,561881,0.7521,0.7521,0.6008,0.7521,0.8073,0.7928,3771599040.0,88,39,1060928.0,88.0,88.0,123.16,103.58,88.0,0.8544,0,0,0,17,0,0,0.70605,0.7468899999999999,0
121,127,10,0.583368212,2600,16,78224,4642.0,6578.0,126.72,126.47,6,0.7521,0.7521,2946198,0.7213,0.6769,0.4508,0.7788,0.8224,0.7928,2473743360.0,88,54,937024.0,88.0,88.0,123.16,103.58,88.0,0.9778,0,0,0,55,0,0,0.71845,0.68921,0
122,125,8,0.165876448,2000,3,627,3101.0,538.0,125.5,124.86,9,0.8214,0.7931,409217,0.7419,0.7419,0.569,0.7419,0.8214,0.807,1634483040.0,92,56,1041072.0,92.0,92.0,113.4,101.82,92.0,0.8762,0,0,0,7,0,0,0.67095,0.7177100000000001,0
123,120,9,0.714294445,2600,16,13008,6428.0,413.0,121.13,119.97,7,0.7949,0.7949,2300850,0.7561,0.75,0.4995,0.75,0.8304,0.823,1816592715.0,93,67,1029231.0,93.0,93.0,114.63,102.92,93.0,0.9688,0,0,0,6,0,0,0.755,0.755,0
124,134,10,0.847907044,1100,4,11184,5986.0,437.0,132.75,133.81,15,0.8376,0.8305,6966308,0.7967,0.7967,0.6568,0.8167,0.8673,0.8673,1410981264.0,98,67,1267728.0,98.0,98.0,98.0,98.0,98.0,0.9515,0,0,0,12,0,0,0.76835,0.78703,10
125,123,10,0.67478792,2200,4,14629,5652.0,5873.0,124.22,123.67,15,0.6609,0.6496,6630830,0.6179,0.6129,0.3672,0.6496,0.6786,0.6786,1331714560.0,76,28,756656.0,76.0,76.0,93.68,84.11,76.0,0.8352,0,0,0,8,0,0,0.65645,0.62161,0
126,125,10,0.312757726,1300,4,79782,6510.0,1794.0,125.25,124.88,12,0.7373,0.7016,1004820,0.7073,0.7016,0.4916,0.7632,0.7768,0.7768,1433719980.0,87,49,930987.0,87.0,87.0,114.96,99.59,87.0,0.9158,0,0,0,5,0,0,0.7308,0.71144,0
127,148,8,0.28995099,5000,3,9482,2771.0,253.0,149.9,148.48,10,0.8440000000000001,0.8440000000000001,4701652,0.7863,0.7863,0.5733,0.8440000000000001,0.8519,0.8214,5270617440.0,92,88,1294992.0,130.15,108.85,151.55,117.19,92.0,0.9388,0,0,0,10,0,0,0.47315,0.70767,0
128,112,10,0.78313165,2600,16,14694,198.0,400.0,113.94,112.55,8,0.8957,0.8803,36279,0.8443,0.7923,0.6022,0.9115,0.9626,0.9279,3304915680.0,103,53,1251862.0,103.0,103.0,144.15,121.23,103.0,0.9626,0,0,0,17,0,0,0.73615,0.77307,0
129,152,8,0.955117185,3500,2,75523,2581.0,5903.0,154.63,152.59,13,0.0,0.0,1353136,0.0,0.0,0.1702,0.0,,,3597608960.0,0,0,1022048.0,0.0,0.0,0.0,0.0,82.0,0.9146,0,0,0,4,0,0,0.03,0.0,0
130,135,6,0.722518349,3600,4,1078,4339.0,3469.0,130.88,134.03,15,0.8818,0.8818,37553902,0.8818,0.8818,0.7254,0.8818,0.8818,0.8818,4830345375.0,97,102,1176125.0,97.0,97.0,159.79,123.56,97.0,0.9798,0,0,0,5,0,0,0.8709,0.8836200000000001,0
131,163,7,0.871359647,3700,7,4724,440.0,2245.0,162.63,163.41,13,0.6972,0.6972,869586,0.6552,0.6552,0.466,0.6909,0.7037,0.6786,3949397760.0,76,81,970368.0,107.52,89.92,125.2,96.81,76.0,0.7238,0,0,0,8,0,0,0.6976,0.66968,0
132,151,8,0.784390101,5300,2,80153,5212.0,3936.0,149.5,150.6,10,0.8455,0.8,182896,0.782,0.2811,0.0744,0.2811,0.8667,0.8667,5596631040.0,104,101,1589952.0,147.13,123.05,159.49,127.96,104.0,0.9905,0,0,0,3,0,0,0.18055,0.26299,0
133,125,9,0.360214834,1900,16,13641,4807.0,289.0,124.2,124.49,12,0.7521,0.7521,26051,0.7586,0.7097,0.4719,0.7586,0.7928,0.7928,1919559488.0,88,36,921536.0,88.0,88.0,88.0,88.0,88.0,0.8302,0,0,0,10,0,0,0.63485,0.6887300000000001,0
134,130,8,0.09799295699999999,1600,16,13699,2022.0,713.0,127.09,129.09,7,0.9537,0.9537,1042341,0.8306,0.8306,0.6958,0.9115,0.9904,0.8306,2001281760.0,103,86,1273080.0,103.0,103.0,103.0,103.0,103.0,0.9904,0,0,0,15,0,0,0.7753,0.8275399999999999,0
135,118,6,0.949272039,1500,7,627,4310.0,5991.0,121.32,118.22,14,0.8889,0.8455,19067069,0.8455,0.8387,0.6797,0.8455,0.8966,0.8966,1982140160.0,104,91,1287104.0,104.0,104.0,104.0,104.0,104.0,1.0,0,0,0,10,0,0,0.81935,0.83483,0
136,123,7,0.9920690190000001,1300,4,2572,6279.0,7735.0,126.0,123.6,10,0.7373,0.7373,6925332,0.7373,0.7373,0.5183,0.7436,0.7982,0.7632,1288849320.0,87,69,976401.0,87.0,87.0,87.0,87.0,87.0,0.9063,0,0,0,3,0,0,0.73865,0.7335699999999999,0
137,117,10,0.752912923,1800,17,82384,152.0,483.0,119.61,117.6,10,0.6917,0.6748,979929,0.6748,0.6694,0.4475,0.6748,0.7477,0.7411,1312540503.0,83,19,847347.0,83.0,83.0,83.0,83.0,83.0,0.8218,0,0,0,11,0,0,0.6847,0.6724600000000001,0
138,127,10,0.277959727,1500,4,81149,2963.0,3107.0,129.03,127.39,12,0.8559,0.8559,1948018,0.8559,0.8559,0.7094,0.8559,0.9182,0.8859999999999999,1763956920.0,101,68,1336331.0,101.0,101.0,101.0,101.0,101.0,1.0,0,0,0,22,0,0,0.81795,0.85031,0
139,126,10,0.168897278,1300,16,13699,1362.0,354.0,127.2,125.86,12,0.6325,0.6271,32166,0.6271,0.6271,0.3604,0.6607,0.6727,0.6379,896311680.0,74,26,679024.0,74.0,74.0,91.21,81.9,74.0,0.74,0,0,0,38,0,0,0.71355,0.64439,0
140,140,8,0.14109586699999999,5400,3,12612,1502.0,2807.0,149.59,141.7,15,0.0,0.0,766572,0.0,0.0,0.6383,0.0,,,,0,0,,0.0,0.0,0.0,0.0,,0.7383,0,0,0,16,0,0,0.0,0.0,0
141,119,7,0.258945501,2600,7,12622,2364.0,1031.0,122.22,119.76,11,0.8136,0.7805,23821316,0.7869,0.7385,0.5631,0.7385,0.8136,0.8136,3089940480.0,96,62,1170432.0,96.0,96.0,126.85,109.89,96.0,0.8972,0,0,0,12,0,0,0.75925,0.75465,0
142,118,9,0.7078920790000001,1900,4,2494,1706.0,3201.0,120.87,118.55,18,0.6911,0.6855,26259922,0.6911,0.6855,0.4348,0.6855,0.7589,0.7522,1643976500.0,85,52,895900.0,85.0,85.0,85.0,85.0,85.0,0.8947,0,0,0,8,0,0,0.70275,0.68695,0
143,136,9,0.378770528,1800,4,8674,3974.0,2459.0,128.59,134.06,8,0.7311,0.7073,4015865,0.7073,0.7016,0.4225,0.7190000000000001,0.7699,0.7565,1531965600.0,87,62,870435.0,87.0,87.0,87.0,87.0,87.0,0.9158,0,0,0,91,0,0,0.7108,0.70144,0
144,155,8,0.604943381,4600,13,79754,65.0,3982.0,158.99,156.05,8,0.7603,0.7541,714130,0.7541,0.7541,0.6258,0.8,0.8,0.8,5409342400.0,92,107,1405024.0,138.86,112.32,141.09,113.19,92.0,0.9684,0,0,0,6,0,0,0.72705,0.74869,3
145,124,8,0.903454587,1500,16,79884,7594.0,1851.0,123.54,123.7,10,0.7119,0.7119,12318291,0.7119,0.7119,0.4495,0.7119,0.7241,0.7241,1117670400.0,84,35,846720.0,84.0,84.0,84.0,84.0,84.0,0.8155,0,0,0,11,0,0,0.72595,0.7107100000000001,0
146,124,9,0.592746027,2900,16,82642,2116.0,5196.0,126.0,124.15,6,0.8859999999999999,0.8859999999999999,187937,0.8632,0.8632,0.675,0.8783,0.9099,0.8859999999999999,4488440000.0,101,69,1275125.0,101.0,101.0,154.89,124.27,101.0,0.9619,0,0,0,15,0,0,0.8516,0.85688,0
147,162,6,0.8021528459999999,3500,2,12612,6082.0,4945.0,160.95,161.67,7,0.9646,0.9646,130112,0.845,0.845,0.6963,0.9397,0.9909,0.879,7020720520.0,109,152,1877198.0,154.2,128.97,167.16,134.11,109.0,1.0,0,0,0,31,0,0,0.8325,0.8505,0
148,125,8,0.563316185,1300,7,78223,2867.0,2766.0,128.85,125.74,12,0.6341,0.6341,1694117,0.6341,0.629,0.4241,0.6341,0.6724,0.6724,1236755520.0,78,48,803088.0,78.0,78.0,78.0,78.0,78.0,0.8211,0,0,0,28,0,0,0.7145,0.6461,0
149,114,8,0.32432373800000003,2600,15,510,496.0,2798.0,120.0,115.18,10,0.9279,0.9279,813862,0.8879,0.8879,0.7558,0.9279,0.9364,0.9364,3595814460.0,103,78,1336734.0,103.0,103.0,103.0,103.0,103.0,0.9904,0,0,0,5,0,0,0.70395,0.84911,17
150,150,9,0.204346437,3600,10,741,1602.0,1316.0,147.03,149.5,7,0.0,0.0,628080,0.0,0.0,0.336,0.0,0.0,0.0,3734240400.0,0,0,998460.0,0.0,0.0,0.0,0.0,86.0,0.0,0,0,0,20,0,0,0.35,0.07,0
151,154,9,0.936469743,4200,7,81469,280.0,182.0,157.75,155.15,14,0.8125,0.7712,105676,0.7845,0.7712,0.5947,0.7712,0.8198,0.8198,5746020280.0,91,95,1374646.0,131.73,108.88,127.35,107.11,91.0,0.9785,0,0,0,23,0,0,0.5356,0.70408,0
152,128,4,0.99793571,1300,16,10845,6289.0,3121.0,125.9,127.44,9,0.8390000000000001,0.8390000000000001,13075820,0.8390000000000001,0.8390000000000001,0.6347,0.8390000000000001,0.8390000000000001,0.8390000000000001,1578353040.0,99,89,1195722.0,99.0,99.0,99.0,99.0,99.0,0.8919,0,0,0,8,0,0,0.8495,0.8451,0
153,111,9,0.008242094,1800,3,84857,7976.0,1086.0,115.62,112.27,9,0.8174,0.8103,722780,0.7581,0.7581,0.6036,0.8319,0.8785,0.8624,1736274000.0,94,56,1104500.0,94.0,94.0,94.0,94.0,94.0,0.9792,0,0,0,17,0,0,0.71905,0.75229,0
154,127,4,0.9563582340000001,2700,10,82384,224.0,4378.0,124.48,126.52,6,0.0,0.0,97053,0.0,0.0,0.8504,0.0,0.0,0.0,2971697280.0,0,0,1280904.0,0.0,0.0,0.0,0.0,106.0,0.0,0,0,0,28,0,0,0.44,0.09,0
155,130,7,0.882597528,2300,7,78223,4079.0,2625.0,132.75,130.54,18,0.8655,0.8512,166116,0.8240000000000001,0.8240000000000001,0.7275,0.8240000000000001,0.9196,0.8803,3150873000.0,103,91,1432215.0,103.0,103.0,126.96,113.99,103.0,0.9904,0,0,0,22,0,0,0.812,0.8216,0
156,129,8,0.84129534,1500,4,76841,7799.0,3484.0,129.0,129.0,10,0.7073,0.7073,1295480,0.7073,0.7016,0.5156,0.7016,0.7565,0.75,1503657540.0,87,68,976401.0,87.0,87.0,107.24,96.28,87.0,0.9667,0,0,0,2,0,0,0.6808,0.70144,0
157,137,9,0.559561419,1500,4,78223,1604.0,2786.0,132.15,136.68,10,0.8220000000000001,0.8220000000000001,768732,0.8220000000000001,0.8220000000000001,0.6793,0.8291,0.8899,0.8362,1695501800.0,97,76,1279624.0,97.0,97.0,97.0,97.0,97.0,0.9798,0,0,0,19,0,0,0.831,0.8298,0
158,134,10,0.654674458,1800,16,78224,4217.0,2507.0,131.83,133.83,13,0.7886,0.7886,2854255,0.7886,0.7823,0.6608,0.8291,0.8818,0.8661,1927151380.0,97,66,1251397.0,97.0,97.0,119.56,107.35,97.0,0.97,0,0,0,11,0,0,0.77115,0.77407,4
159,158,7,0.731388389,4800,1,78802,2623.0,884.0,156.58,157.61,9,0.9211,0.9052,2566158,0.8678,0.8678,0.7278,0.9211,0.9459,0.9459,8030830500.0,105,109,1697850.0,164.46,130.52,188.24,139.35,105.0,1.0,0,0,0,17,0,0,0.6039,0.79102,0
160,118,8,0.535429626,1500,4,78328,58.0,378.0,126.54,120.28,10,0.8729,0.8729,3232394,0.8655,0.8655,0.8401,0.8729,0.9717,0.9717,2530883040.0,103,84,1506478.0,103.0,103.0,103.0,103.0,103.0,1.0,0,0,0,12,0,0,0.83275,0.85895,0
161,148,7,0.657218273,4400,4,14447,1423.0,218.0,148.77,147.49,4,0.0,0.0,436901,0.0,0.0,0.4559,0.0,0.0,0.0,5100430720.0,0,0,1448986.0,0.0,0.0,0.0,0.0,97.0,0.0,0,0,0,9,0,0,0.06,0.0,0
162,154,10,0.687234476,3700,7,12290,7664.0,983.0,152.25,153.53,16,0.5635,0.5462,302929,0.5338,0.1919,0.0352,0.5504,0.6514,0.6174,2643903680.0,71,71,751109.0,71.0,71.0,104.34,85.57,71.0,0.8068,0,0,0,2,0,0,0.40595,0.23271,0
163,138,10,0.632130663,1800,3,84857,7387.0,1475.0,131.71,136.48,10,0.7317,0.7317,367340,0.7317,0.7258,0.5218,0.7895,0.8036,0.8036,1521828000.0,90,39,988200.0,90.0,90.0,118.93,103.02,90.0,0.8824,0,0,0,6,0,0,0.7429,0.73322,0
164,126,9,0.48644979899999996,2000,7,76831,5103.0,2538.0,126.84,126.56,13,0.7069,0.7069,3200104,0.7069,0.7069,0.5056,0.7455,0.7961,0.7455,2376133844.0,82,34,894292.0,82.0,82.0,114.76,96.51,82.0,0.8367,0,0,0,9,0,0,0.75345,0.71621,0
165,129,8,0.62813853,1300,16,80455,7588.0,43.0,128.38,129.02,9,0.6957,0.6779999999999999,2620372,0.6779999999999999,0.6779999999999999,0.4383,0.6838,0.7018,0.6897,1089792000.0,80,36,825600.0,80.0,80.0,90.28,84.83,80.0,0.7843,0,0,0,13,0,0,0.7490000000000001,0.6902,0
166,118,8,0.33607287799999996,2200,4,12421,999.0,4763.0,123.33,119.14,11,0.7731,0.7603,3778361,0.736,0.736,0.5546,0.7419,0.8440000000000001,0.8288,2402083200.0,92,59,1091856.0,92.0,92.0,121.57,105.31,92.0,0.9485,0,0,0,12,0,0,0.708,0.7224,0
167,147,8,0.14983396699999998,4500,4,84786,299.0,297.0,148.57,147.24,12,0.6239,0.6239,151220,0.5407,0.5407,0.3047,0.5407,0.6518,0.6348,3581034710.0,73,59,794021.0,105.68,87.34,127.53,95.68,73.0,0.7157,0,0,0,5,0,0,0.55035,0.53663,0
168,154,8,0.01732539,4100,3,82540,221.0,843.0,146.82,152.28,14,0.9381,0.9381,80173,0.9138,0.8983,0.6611,0.8983,0.9217,0.9217,6387441280.0,106,100,1528096.0,149.96,125.42,180.06,137.05,106.0,0.9907,0,0,0,43,0,0,0.79915,0.8884700000000001,0
169,122,8,0.642904216,1800,17,13699,8554.0,589.0,125.22,122.76,10,0.9167,0.8839,4900206,0.8534,0.7984,0.6525,0.8534,0.8919,0.8919,2654012790.0,99,68,1274130.0,99.0,99.0,99.0,99.0,99.0,0.99,0,0,0,27,0,0,0.7992,0.79856,0
170,152,8,0.322111385,4800,2,13970,2178.0,1128.0,149.38,151.36,10,0.7477,0.708,1828605,0.6897,0.6779999999999999,0.4015,0.7273,0.7273,0.6897,3879040000.0,80,63,928000.0,110.41,93.52,127.4,100.25,80.0,0.8,0,0,0,4,0,0,0.589,0.6802,0
171,127,9,0.035569348,1100,17,13699,3569.0,847.0,125.25,126.36,14,0.8067,0.8067,981309,0.7805,0.7805,0.573,0.8205,0.8276,0.8276,1238630400.0,96,67,1105920.0,96.0,96.0,96.0,96.0,96.0,0.932,0,0,0,9,0,0,0.72025,0.77245,0
172,159,9,0.590174719,4600,4,9482,496.0,444.0,160.62,159.61,9,0.7544,0.6992,2340404,0.6825,0.6825,0.4969,0.7544,0.8190000000000001,0.7544,4456681680.0,86,62,1227736.0,129.8,105.0,126.39,103.65,86.0,0.8269,0,0,0,17,0,0,0.61125,0.67425,0
173,145,8,0.909025744,3500,3,75930,299.0,3890.0,153.16,146.98,8,0.9035,0.8047,578648,0.8175,0.8047,0.6436,0.8306,0.9626,0.9035,7702134000.0,103,103,1750485.0,149.11,123.23,169.67,131.2,103.0,0.9904,0,0,0,11,0,0,0.75235,0.80423,0
174,148,7,0.382970209,3600,3,85937,2881.0,1963.0,148.0,147.61,13,0.823,0.775,2195,0.7209,0.7209,0.4588,0.8017,0.8611,0.7815,4625658180.0,93,88,1236807.0,128.35,108.72,130.15,109.46,93.0,0.8857,0,0,0,3,0,0,0.52045,0.70881,0
175,135,8,0.736382729,3500,4,8722,318.0,234.0,141.87,136.76,14,0.7265,0.6855,781318,0.7025,0.6855,0.47200000000000003,0.7589,0.7798,0.7391,4773268500.0,85,75,1112650.0,123.05,101.7,130.35,104.58,85.0,0.914,0,0,0,8,0,0,0.58275,0.68695,0
176,134,8,0.147179234,1700,10,7399,3526.0,7437.0,132.69,134.42,15,0.7521,0.7097,2629112,0.7154,0.7097,0.5725,0.7586,0.8,0.7857,1669606400.0,88,56,1084160.0,88.0,88.0,108.47,97.39,88.0,0.8544,0,0,0,20,0,0,0.75485,0.71873,0
177,128,6,0.941752684,1500,4,81149,2872.0,3048.0,126.79,127.71,9,0.812,0.7661,451773,0.7724,0.7661,0.5957,0.7724,0.8190000000000001,0.8190000000000001,1737312500.0,95,92,1128125.0,95.0,95.0,95.0,95.0,95.0,0.9896,0,0,0,31,0,0,0.81305,0.77949,0
178,123,4,0.144667308,1800,4,13689,7746.0,3625.0,124.13,123.28,19,0.8,0.8,26592405,0.8,0.8,0.64,0.8065,0.8403,0.8403,2736720000.0,100,99,1260000.0,100.0,100.0,123.26,110.67,100.0,1.0,0,0,0,6,0,0,0.81,0.8,4
179,115,8,0.38432759899999996,1100,4,13317,343.0,2218.0,121.46,116.0,11,0.8205,0.8136,235440,0.8136,0.8136,0.6066,0.8205,0.8807,0.8421,1441050624.0,96,64,1142784.0,96.0,96.0,108.33,101.79,96.0,0.932,0,0,0,38,0,0,0.7468,0.7922399999999999,0
180,166,8,0.24710242899999998,6200,4,75002,3243.0,1551.0,158.27,163.99,7,1.0,0.9381,2439863,0.9381,0.9381,0.7824,0.9725,1.0,0.9907,11111280400.0,106,119,1629220.0,186.6,139.44,207.31,146.74,106.0,0.9907,0,0,0,14,0,0,0.77905,0.9142899999999999,0
181,123,10,0.19487855399999998,1600,13,2456,6427.0,3566.0,119.96,122.3,10,0.8136,0.8136,7145500,0.7805,0.7805,0.5539,0.8,0.8727,0.8496,1175961600.0,96,54,1069056.0,96.0,96.0,96.0,96.0,96.0,0.96,0,0,0,24,0,0,0.78025,0.78245,0
182,159,8,0.28588098100000003,5400,3,14507,57.0,2413.0,154.58,158.14,10,0.7769,0.7769,32960,0.746,0.7344,0.4873,0.746,0.8319,0.7581,5831760000.0,94,94,1325400.0,154.59,119.64,144.15,115.66,94.0,0.8704,0,0,0,28,0,0,0.4972,0.67096,0
183,123,9,0.118704874,1300,4,83554,1117.0,313.0,122.5,122.82,7,0.7797,0.7797,724093,0.7797,0.7797,0.5436,0.7797,0.8364,0.807,1351870080.0,92,71,1024144.0,92.0,92.0,92.0,92.0,92.0,0.9892,0,0,0,2,0,0,0.66985,0.76173,0
184,116,9,0.25144368899999997,1600,7,83241,1123.0,2188.0,118.07,116.48,11,0.7863,0.7797,424982,0.7797,0.7797,0.5436,0.7797,0.7931,0.7931,1349821792.0,92,63,1024144.0,92.0,92.0,92.0,92.0,92.0,0.8932,0,0,0,4,0,0,0.73985,0.77173,0
